,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
84,M. Pjanić,35500000,220000,1,19,4,3,30,8,8.0,67.0,68.0,87.0,85.0,75.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,81,56,60,90,72,86,86,92,87,89,68,66,75,84,81,78,59,81,59,82,70,78,68,88,79,86,76,70,7,7,13,7,8,"CM, CDM",85,85
85,G. Wijnaldum,37000000,150000,1,9,4,4,29,0,5.0,76.0,75.0,81.0,86.0,78.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,72,75,78,88,73,85,78,73,81,88,77,76,84,86,88,78,81,93,74,73,75,79,79,79,74,86,79,69,16,6,14,12,6,CM,85,85
86,D. Godín,14500000,135000,1,18,3,2,34,6,2.0,57.0,48.0,64.0,61.0,87.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,52,42,85,79,47,53,49,49,70,74,59,55,57,74,53,67,89,62,85,43,85,87,48,52,50,80,86,84,6,8,15,5,15,CB,85,85
87,T. Alderweireld,28500000,130000,1,18,3,2,31,8,4.0,63.0,55.0,72.0,67.0,87.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,64,45,82,79,38,62,63,69,82,75,60,65,59,85,62,78,82,78,79,58,81,85,52,62,58,86,89,85,16,6,14,16,14,CB,85,85
88,L. Bonucci,18000000,110000,1,1,4,2,33,6,19.0,60.0,58.0,69.0,70.0,87.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,44,48,84,77,58,69,56,61,84,75,58,62,60,84,55,74,85,66,79,65,82,90,38,74,70,86,86,80,2,2,3,2,4,CB,85,85
89,P. Gulácsi,26000000,65000,1,5,2,1,30,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,85.0,82.0,86.0,43.0,84.0,16,10,23,35,10,19,18,11,31,25,42,44,41,82,42,62,67,35,74,12,34,23,11,42,24,45,16,20,84,85,82,84,86,GK,85,85
90,M. Reus,34000000,94000,1,19,4,4,31,2,11.0,80.0,86.0,84.0,85.0,45.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,85,86,44,85,89,85,88,86,76,87,82,78,83,85,82,87,70,67,66,83,51,48,86,84,91,85,37,45,12,12,13,13,11,"CAM, CF",85,85
91,K. Walker,30500000,170000,1,17,2,3,30,0,2.0,92.0,63.0,76.0,77.0,80.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,81,51,74,78,57,79,76,71,76,79,90,94,66,84,69,86,83,89,79,69,78,80,68,69,63,75,83,82,12,6,16,15,8,RB,85,85
92,Thiago,37000000,150000,1,28,3,5,29,8,6.0,64.0,72.0,85.0,90.0,70.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,78,68,54,89,84,90,85,77,89,91,74,55,91,85,90,75,75,73,59,73,54,83,75,85,75,86,71,68,6,11,7,9,13,"CM, CDM",85,85
93,Parejo,33000000,59000,1,19,4,3,31,8,5.0,50.0,83.0,90.0,81.0,71.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,86,83,61,92,72,82,88,93,90,86,52,49,63,80,72,81,49,78,70,88,58,81,82,89,88,85,70,69,5,9,12,14,8,CM,85,85
94,C. Eriksen,39000000,155000,1,0,5,4,28,0,24.0,72.0,81.0,88.0,81.0,53.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,86,77,52,90,80,77,89,85,87,90,74,70,77,84,80,84,49,92,56,89,46,56,82,90,67,86,57,22,9,14,7,7,6,"CAM, CM, RM",85,85
95,Alex Sandro,31500000,120000,0,28,3,3,29,2,12.0,81.0,65.0,77.0,80.0,81.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,84,55,76,81,68,80,78,59,71,81,78,83,78,84,77,80,79,90,77,72,82,82,70,70,60,80,81,82,7,7,9,12,5,"LB, LM",85,85
96,Koke,38000000,92000,1,19,4,3,28,0,6.0,67.0,75.0,85.0,81.0,76.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,85,72,61,87,56,80,85,76,85,84,68,66,73,88,80,83,63,94,75,80,79,80,82,85,59,84,80,70,14,12,5,10,13,"CM, RM, LM",85,85
97,L. Insigne,37500000,120000,1,14,4,4,29,2,24.0,88.0,78.0,83.0,91.0,36.0,44.0,10.0,10.0,10.0,10.0,10.0,10.0,83,75,59,83,74,90,87,77,78,93,92,84,93,80,93,78,50,70,34,84,34,26,81,85,74,83,24,22,8,4,14,9,10,"LW, CF",85,85
98,R. Mahrez,37500000,210000,0,25,4,5,29,8,26.0,83.0,79.0,81.0,90.0,38.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,83,79,48,80,76,90,84,78,75,91,87,79,92,81,88,79,60,76,55,80,48,39,80,84,70,84,31,22,15,9,13,11,6,"RW, RM",85,85
99,E. Haaland,45000000,56000,0,13,3,3,19,0,9.0,84.0,87.0,63.0,76.0,43.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,46,87,67,74,82,75,77,62,49,78,80,88,75,83,67,93,70,78,91,83,82,41,86,68,80,83,38,30,7,14,13,11,7,ST,84,92
100,L. Martínez,44500000,130000,1,13,4,4,22,2,10.0,83.0,82.0,71.0,85.0,48.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,56,86,84,78,83,87,78,43,73,84,84,83,86,84,78,80,88,77,83,74,86,45,85,77,74,83,31,44,11,8,8,8,13,ST,84,91
101,Oyarzabal,42500000,47000,0,14,3,3,23,2,10.0,81.0,82.0,80.0,84.0,41.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,82,84,60,81,73,85,74,71,73,84,80,81,80,81,79,80,72,82,57,81,52,29,83,85,83,75,32,30,10,6,10,13,11,"LW, RW",84,90
102,N. Süle,37500000,84000,1,28,3,2,24,8,4.0,69.0,42.0,59.0,49.0,85.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,34,22,86,78,33,43,28,30,69,63,52,83,33,81,32,77,38,63,93,62,83,81,26,57,32,75,88,87,15,7,14,7,15,CB,84,89
103,Arthur,41000000,98000,1,28,3,4,23,8,5.0,66.0,73.0,82.0,87.0,75.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,73,70,58,88,63,87,76,60,84,89,68,65,79,85,90,78,68,76,68,76,75,77,75,86,69,90,79,70,6,13,13,11,12,CM,84,89
104,L. Goretzka,39500000,105000,1,10,4,3,25,2,18.0,78.0,78.0,80.0,82.0,77.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,75,79,82,84,69,82,76,75,79,85,81,76,76,87,70,79,78,83,88,82,81,79,83,82,60,82,79,75,13,8,15,11,9,"CM, CDM",84,88
105,Grimaldo,35500000,20000,0,7,2,3,24,2,3.0,85.0,65.0,79.0,84.0,77.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,84,52,66,81,61,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,69,81,75,68,54,83,78,79,7,13,10,7,13,LB,84,88
106,A. Martial,41000000,155000,1,27,3,4,24,8,9.0,89.0,83.0,74.0,87.0,41.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,72,85,71,80,75,89,84,54,63,87,88,90,83,82,79,83,70,77,76,79,54,42,84,77,81,82,39,36,9,8,8,15,11,ST,84,88
107,J. Brandt,40500000,75000,1,28,4,4,24,2,19.0,81.0,78.0,82.0,87.0,51.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,81,77,54,84,79,88,77,65,85,86,77,85,84,83,83,81,64,80,71,80,38,47,80,85,54,84,55,57,11,16,11,8,9,"CAM, CM",84,88
108,K. Coman,40500000,94000,1,28,3,4,24,7,29.0,93.0,76.0,77.0,87.0,29.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,77,76,52,78,77,88,81,70,73,87,94,93,88,84,84,80,73,66,64,73,36,23,83,79,70,76,27,21,5,3,5,3,5,"LM, RM, LW",84,88
109,J. Giménez,36000000,70000,1,18,3,2,25,6,2.0,67.0,45.0,53.0,54.0,86.0,83.0,10.0,10.0,10.0,10.0,10.0,10.0,47,37,78,70,30,50,36,44,62,60,65,69,54,79,40,72,90,64,90,48,89,85,24,27,38,75,87,86,9,11,7,10,15,CB,84,88
110,A. Onana,30000000,18000,1,5,3,1,24,8,24.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,80.0,87.0,86.0,63.0,82.0,15,12,20,33,13,26,30,17,32,38,64,62,68,84,53,65,80,39,78,17,32,15,11,64,27,61,18,14,84,80,87,82,86,GK,84,88
111,W. Ndidi,36500000,96000,1,2,4,3,23,6,25.0,71.0,62.0,68.0,74.0,87.0,84.0,10.0,10.0,10.0,10.0,10.0,10.0,50,50,76,79,66,72,58,58,75,78,70,72,69,87,67,80,90,92,78,72,87,90,67,67,55,80,89,85,13,14,7,7,13,"CDM, CM",84,88
112,Saúl,38500000,77000,0,12,4,3,25,0,8.0,68.0,79.0,79.0,81.0,78.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,69,78,83,85,76,81,73,60,83,85,67,69,73,84,69,82,80,87,77,81,76,79,82,83,68,83,78,77,7,13,12,10,9,"CM, LM, LB",84,87
113,R. Bürki,25000000,67000,1,5,2,1,29,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,85.0,82.0,72.0,88.0,47.0,82.0,15,8,17,37,13,12,13,12,24,23,44,50,49,82,52,54,74,36,75,14,35,18,10,50,20,58,13,16,85,82,72,82,88,GK,84,85
114,S. de Vrij,30500000,130000,1,1,4,2,28,6,6.0,68.0,41.0,62.0,68.0,86.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,49,25,82,73,27,66,45,16,71,73,69,68,61,81,59,65,76,64,78,60,80,86,32,64,41,82,87,85,8,10,7,14,13,CB,84,85
115,L. Digne,31500000,110000,0,7,2,3,26,2,12.0,78.0,69.0,80.0,79.0,80.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,87,60,71,81,68,78,83,83,73,83,78,78,69,83,78,83,92,85,69,76,76,82,72,74,60,80,83,84,6,12,9,6,13,LB,84,85
116,R. Guerreiro,36500000,86000,0,12,2,4,26,8,13.0,74.0,78.0,84.0,87.0,73.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,82,80,37,87,79,87,85,82,78,88,82,67,87,84,90,79,53,77,49,80,52,81,79,84,44,86,76,78,12,6,8,11,8,"LM, LB, CM",84,85
117,T. Partey,35000000,81000,1,9,3,3,27,6,5.0,71.0,74.0,81.0,81.0,82.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,74,68,68,86,56,84,69,70,84,83,68,74,75,85,50,86,83,92,82,85,84,84,73,84,49,86,85,81,11,13,9,9,7,CM,84,85
118,Alex Telles,31000000,23000,0,7,2,3,27,0,13.0,85.0,74.0,83.0,81.0,79.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,89,65,67,83,67,82,87,79,87,82,84,85,73,83,70,87,80,91,68,83,78,80,75,76,81,78,81,79,13,8,12,11,14,LB,84,85
119,M. Brozović,32000000,125000,1,9,4,3,27,6,77.0,63.0,74.0,80.0,81.0,79.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,72,69,70,83,65,81,79,74,84,85,62,63,72,75,76,80,67,94,69,84,84,81,70,80,69,82,81,79,8,8,15,11,8,"CDM, CM",84,85
120,Fernandinho,9500000,110000,1,18,4,3,35,6,25.0,64.0,72.0,78.0,78.0,85.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,68,66,71,86,73,76,70,72,81,82,67,62,69,88,77,83,84,78,76,78,87,89,70,73,61,81,86,83,12,11,5,13,7,"CB, CDM",84,84
121,Jesús Navas,11000000,43000,1,17,2,4,34,2,16.0,87.0,69.0,79.0,83.0,80.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,83,66,75,81,75,84,82,46,75,83,90,84,81,84,84,75,63,81,39,70,75,83,81,80,56,81,78,80,10,10,15,7,13,"RB, RM",84,84
122,K. Schmeichel,17000000,90000,1,5,3,1,33,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,82.0,77.0,83.0,89.0,54.0,79.0,18,12,16,44,15,12,13,15,46,40,50,58,61,81,47,62,60,34,64,14,35,20,13,59,26,67,14,13,82,77,83,79,89,GK,84,84
123,S. Sirigu,17000000,54000,1,5,2,1,33,8,39.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,80.0,76.0,82.0,51.0,84.0,13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,57,68,34,66,14,34,20,10,55,19,62,11,13,84,80,76,84,82,GK,84,84
124,Lucas Leiva,15000000,83000,1,2,3,3,33,6,6.0,60.0,66.0,76.0,78.0,83.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,63,62,72,82,59,77,74,47,81,79,62,58,77,82,80,77,81,80,61,66,83,87,66,81,61,86,84,81,10,8,8,5,6,CDM,84,84
125,A. Witsel,23500000,79000,1,2,4,4,31,8,28.0,63.0,73.0,81.0,79.0,82.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,69,71,84,90,77,79,71,68,85,83,62,64,74,82,70,76,78,83,84,71,77,83,75,81,76,92,80,81,5,7,7,10,7,"CDM, CM",84,84
126,Rui Patrício,19000000,90000,0,5,2,1,32,8,11.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,80.0,77.0,83.0,55.0,82.0,12,12,11,34,16,20,10,16,32,25,53,57,61,79,54,58,79,45,77,11,37,23,13,64,32,66,13,11,84,80,77,82,83,GK,84,84
127,Azpilicueta,24500000,120000,1,17,3,2,30,8,28.0,67.0,55.0,77.0,72.0,84.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,81,46,75,78,51,67,68,58,80,77,68,66,72,86,73,68,79,81,70,60,86,85,62,74,66,78,85,85,13,9,10,6,5,"RB, LB",84,84
128,Douglas Costa,30500000,120000,0,28,3,5,29,2,11.0,93.0,73.0,79.0,91.0,43.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,82,64,50,83,76,92,84,78,65,91,94,93,92,80,91,86,60,68,56,80,55,48,74,80,77,80,38,34,13,15,9,12,5,"LM, RW, LW",84,84
129,Iago Aspas,25000000,46000,0,27,4,3,32,0,10.0,82.0,85.0,78.0,86.0,35.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,80,89,77,79,83,87,79,80,68,86,78,86,90,84,72,79,66,69,60,81,63,39,84,79,82,85,21,18,12,16,9,12,13,"ST, RW",84,84
130,J. Corona,32500000,25000,1,17,5,4,27,2,17.0,84.0,68.0,78.0,88.0,77.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,84,69,71,79,75,89,85,67,68,86,88,81,91,84,87,66,71,89,39,63,73,78,79,78,68,85,77,76,11,6,10,14,9,"RM, RB",84,84
131,I. Gueye,25500000,105000,1,19,3,3,30,6,27.0,69.0,61.0,71.0,78.0,85.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,60,53,69,81,32,76,49,61,77,79,70,69,81,83,81,80,89,91,69,66,86,89,69,68,54,83,90,83,8,6,8,12,13,"CDM, CM",84,84
132,D. Alaba,27500000,105000,0,8,4,3,28,8,27.0,77.0,70.0,81.0,79.0,83.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,80,60,76,85,67,77,77,85,79,83,78,77,76,88,77,82,83,75,76,78,74,84,73,78,79,84,83,82,5,7,14,15,9,"CB, LB",84,84
133,Isco,31500000,210000,1,28,3,4,28,7,22.0,68.0,75.0,82.0,90.0,59.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,78,76,55,84,67,92,88,76,81,91,71,65,83,74,90,69,61,61,59,81,58,61,76,83,76,85,64,51,10,8,12,15,6,"CAM, CM, LW",84,84
134,Pizzi,29500000,25000,1,0,4,3,30,2,21.0,75.0,78.0,83.0,83.0,65.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,80,78,45,85,78,83,83,77,83,85,78,73,77,83,77,76,67,85,59,77,67,72,85,86,78,85,67,52,15,14,9,9,15,"RM, CM",84,84
135,W. Ben Yedder,31000000,91000,1,27,5,4,29,0,9.0,84.0,83.0,77.0,87.0,39.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,74,88,74,82,84,87,80,76,66,87,86,82,91,86,89,83,79,68,63,71,55,44,90,80,80,84,33,26,6,13,9,7,7,ST,84,84
136,J. Iličić,25000000,92000,0,22,4,4,32,8,72.0,70.0,86.0,84.0,85.0,43.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,82,85,58,86,83,88,85,85,74,88,71,69,71,84,66,88,34,69,74,89,58,46,85,87,78,80,32,26,13,13,8,12,6,"CF, ST",84,84
137,R. Jiménez,31000000,140000,1,27,4,3,29,0,9.0,78.0,82.0,76.0,82.0,49.0,83.0,10.0,10.0,10.0,10.0,10.0,10.0,73,84,85,81,82,84,75,51,75,83,73,82,75,83,68,83,75,86,84,74,81,53,84,78,92,81,38,30,7,11,13,14,10,ST,84,84
138,Felipe,23000000,74000,1,8,3,2,31,6,18.0,62.0,41.0,58.0,61.0,86.0,86.0,10.0,10.0,10.0,10.0,10.0,10.0,45,39,84,73,44,57,32,30,69,63,58,66,65,83,55,46,90,76,89,41,92,87,34,50,47,75,86,83,9,11,14,9,7,CB,84,84
139,N. Tagliafico,27500000,27000,0,7,2,3,27,0,31.0,82.0,56.0,73.0,76.0,82.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,82,57,84,78,44,73,68,40,67,77,81,82,77,84,82,66,90,85,73,47,84,82,70,69,46,82,80,81,13,9,10,15,16,LB,84,84
140,F. Valverde,36000000,135000,1,28,3,3,21,0,15.0,86.0,74.0,78.0,79.0,77.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,66,70,59,85,70,79,70,66,84,82,82,89,76,84,69,80,59,86,79,81,81,81,76,80,59,82,80,76,6,10,6,15,8,CM,83,90
141,M. Ødegaard,36000000,135000,0,28,2,5,21,8,21.0,78.0,75.0,84.0,85.0,58.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,84,74,52,83,73,86,81,83,81,85,80,77,85,74,83,76,46,80,55,78,64,65,77,87,63,76,49,51,14,15,15,8,10,"CAM, CM, RM",83,89
142,O. Dembélé,35500000,175000,0,25,5,5,23,2,11.0,92.0,77.0,77.0,87.0,36.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,81,75,43,78,76,89,82,64,76,84,93,92,89,78,81,83,58,68,51,76,54,36,77,76,75,80,30,33,6,6,14,10,13,"LW, RW",83,89
143,Gayà,30500000,46000,0,7,3,4,25,2,14.0,84.0,61.0,78.0,80.0,79.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,81,61,58,82,58,79,80,49,75,82,81,86,81,83,79,62,53,84,63,59,76,80,77,75,52,76,82,84,13,10,9,12,9,LB,83,88
144,T. Strakosha,25500000,57000,1,5,2,1,25,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,86.0,79.0,75.0,88.0,44.0,81.0,18,18,11,26,11,14,14,12,22,15,41,46,45,78,47,56,56,23,66,14,20,24,18,49,21,61,18,12,86,79,75,81,88,GK,83,88
145,Pau López,25500000,52000,0,5,3,1,25,8,13.0,30.0,30.0,30.0,30.0,30.0,30.0,82.0,83.0,79.0,84.0,49.0,82.0,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,20,11,82,83,79,82,84,GK,83,88
146,J. Gomez,31000000,93000,1,18,3,3,23,8,12.0,82.0,30.0,66.0,69.0,83.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,69,26,74,78,24,67,41,29,65,73,78,85,65,83,66,41,76,74,83,26,81,84,51,60,26,74,85,82,8,13,14,7,7,CB,83,88
147,S. Bergwijn,34500000,105000,1,28,2,4,22,2,23.0,87.0,79.0,78.0,85.0,39.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,78,77,60,84,75,87,78,66,62,85,88,87,79,79,90,84,68,79,78,83,50,34,78,80,68,77,28,26,11,14,12,14,13,"LM, LW, RM",83,88
148,F. Mendy,30500000,160000,0,7,5,4,25,0,23.0,92.0,64.0,76.0,79.0,78.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,78,63,72,80,50,80,72,35,78,78,91,92,80,82,78,69,78,88,79,64,82,79,80,75,49,78,81,80,7,16,9,10,9,LB,83,88
149,A. Wan-Bissaka,30500000,115000,1,17,2,4,22,6,29.0,86.0,51.0,68.0,80.0,82.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,74,44,58,74,43,82,68,45,56,77,84,88,85,82,73,70,62,79,71,46,78,83,69,64,56,76,85,90,9,8,6,8,8,"RB, RWB",83,88
150,A. Hakimi,35000000,92000,1,23,2,3,21,2,98.0,94.0,70.0,76.0,82.0,72.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,81,73,63,81,60,84,68,55,72,83,93,95,77,81,74,77,75,86,73,63,72,78,75,74,46,79,74,76,10,8,14,6,8,RM,83,88
151,A. Romagnoli,30000000,51000,0,8,3,2,25,6,13.0,70.0,40.0,56.0,69.0,85.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,36,30,78,75,28,68,36,24,71,76,68,72,59,80,53,64,79,71,79,46,85,86,31,45,34,76,86,82,9,14,12,8,9,CB,83,87
152,D. Alli,34000000,105000,1,28,3,4,24,0,20.0,72.0,80.0,79.0,83.0,71.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,68,82,81,83,79,84,75,68,81,85,68,76,75,84,68,78,71,89,73,79,81,72,86,84,76,87,70,63,7,6,9,11,8,"CAM, CM",83,87
153,D. van de Beek,33000000,125000,1,28,3,3,23,2,34.0,70.0,80.0,78.0,78.0,72.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,67,79,69,82,80,76,78,65,79,85,67,73,72,85,70,83,71,92,76,80,75,73,84,82,63,85,74,68,7,12,8,10,14,"CM, CAM",83,87
154,D. Zakaria,30500000,45000,1,20,3,3,23,8,8.0,83.0,64.0,75.0,77.0,81.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,68,66,67,83,35,78,64,46,76,80,81,85,68,84,64,74,65,80,87,63,89,81,65,76,38,84,84,80,12,12,7,13,11,"CDM, CB, CM",83,87
155,Gabriel Jesus,34500000,150000,1,27,3,4,23,0,9.0,85.0,82.0,72.0,87.0,42.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,66,85,77,77,77,86,76,54,66,86,87,83,91,87,90,81,78,79,65,76,73,32,87,77,75,81,30,28,13,8,6,6,15,ST,83,87
156,S. Umtiti,28500000,170000,0,28,3,2,26,8,23.0,66.0,62.0,69.0,69.0,83.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,61,51,79,78,65,64,72,62,73,77,65,67,61,80,66,83,85,65,85,70,82,84,51,58,61,82,84,83,15,10,14,12,15,CB,83,86
157,M. Kovačić,31500000,120000,1,28,4,4,26,0,17.0,75.0,69.0,83.0,88.0,69.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,73,61,42,90,76,88,79,70,82,89,78,73,87,82,84,79,76,79,63,75,77,74,72,84,59,81,73,66,9,5,6,7,7,"CM, CDM",83,86
158,João Cancelo,28000000,140000,1,28,3,4,26,2,27.0,86.0,65.0,79.0,83.0,77.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,83,58,68,81,62,85,82,69,75,84,87,85,78,81,78,80,72,89,60,68,73,76,78,78,46,82,80,80,6,9,15,14,14,RB,83,86
159,Nélson Semedo,28000000,170000,1,17,3,4,26,6,2.0,92.0,57.0,69.0,82.0,77.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,76,50,58,76,42,82,61,30,65,81,91,93,87,82,81,74,79,92,66,60,81,81,72,62,38,79,81,80,16,12,10,14,12,RB,83,86
160,K. Casteels,22500000,53000,0,5,2,1,28,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,83.0,80.0,80.0,84.0,45.0,83.0,15,15,14,35,13,14,20,13,37,23,44,46,50,82,43,60,58,44,72,18,33,16,15,42,20,40,19,17,83,80,80,83,84,GK,83,85
161,A. Lopes,22000000,69000,0,5,2,1,29,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,85.0,80.0,74.0,86.0,64.0,80.0,19,18,16,32,13,15,15,14,31,21,63,64,67,83,62,56,82,36,73,18,43,25,9,48,16,65,15,13,85,80,74,80,86,GK,83,85
162,M. Sabitzer,31000000,73000,1,10,4,3,26,0,7.0,80.0,83.0,80.0,80.0,65.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,74,81,60,83,82,79,75,78,79,82,76,83,75,86,80,88,71,84,76,88,77,64,83,83,65,80,64,59,11,13,14,15,13,"CM, CAM",83,85
163,Diego Carlos,27000000,39000,1,8,4,3,27,6,20.0,77.0,47.0,63.0,67.0,82.0,83.0,10.0,10.0,10.0,10.0,10.0,10.0,35,32,79,76,34,65,47,71,74,71,78,76,68,82,55,73,82,74,86,57,85,84,52,63,41,75,82,81,7,10,14,7,11,CB,83,85
164,K. Manolas,24500000,84000,1,18,2,2,29,3,44.0,82.0,25.0,42.0,60.0,85.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,27,25,80,60,16,54,30,10,61,65,80,83,67,81,60,40,86,69,81,12,86,86,25,22,26,83,85,87,8,6,8,15,12,CB,83,84
165,J. Matip,25500000,115000,1,28,2,2,28,8,32.0,60.0,46.0,68.0,68.0,85.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,54,36,84,77,50,69,63,22,74,72,51,67,51,84,42,66,75,69,80,48,84,86,48,72,42,79,86,80,11,15,10,7,10,CB,83,84
166,Juan Bernat,25500000,95000,0,21,3,4,27,2,14.0,81.0,64.0,79.0,83.0,76.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,85,65,57,82,61,83,78,51,73,83,82,81,85,83,88,64,74,79,57,62,75,79,78,77,53,78,81,78,8,9,12,11,16,"LB, LM",83,84
167,N. Fekir,30500000,38000,0,23,4,4,26,2,8.0,79.0,82.0,81.0,87.0,38.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,79,82,49,84,77,88,83,79,77,87,80,79,81,79,91,84,64,79,81,83,79,34,83,82,74,89,42,30,15,9,8,14,15,"CAM, RM, ST",83,84
168,Z. Ibrahimović,9500000,49000,1,27,4,5,38,7,11.0,52.0,88.0,77.0,79.0,34.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,68,86,80,78,88,80,80,78,73,86,53,52,71,82,39,90,67,54,87,88,84,20,91,84,89,90,37,24,13,15,10,9,12,ST,83,83
169,João Moutinho,15000000,110000,1,9,4,3,33,0,28.0,56.0,75.0,86.0,83.0,72.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,85,73,70,87,76,82,84,81,86,86,60,53,75,79,85,77,71,77,58,79,71,72,74,87,70,89,74,68,13,15,15,13,13,CM,83,83
170,S. Mandanda,7000000,28000,1,5,3,1,35,8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,81.0,81.0,78.0,84.0,48.0,81.0,14,13,13,46,13,19,13,12,36,27,53,43,52,82,36,59,74,31,61,7,37,23,11,55,11,64,15,13,81,81,78,81,84,GK,83,83
