,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
65,M. Rashford,53000000,150000,Right,LM,4,5,22,High/Medium,10.0,91.0,83.0,78.0,86.0,45.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,77,83,68,81,73,87,82,76,69,85,89,93,86,86.0,75.0,90.0,72.0,87.0,76.0,81.0,73.0,42.0,82.0,82.0,81.0,82.0,40.0,33.0,11.0,6.0,15.0,7.0,14.0,"LM, ST",85,91
66,L. Sané,51500000,100000,Left,LM,3,4,24,High/Medium,10.0,93.0,81.0,79.0,86.0,38.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,83,81,72,81,85,88,83,82,64,85,91,95,84,79.0,78.0,87.0,64.0,70.0,69.0,78.0,61.0,34.0,84.0,82.0,71.0,80.0,32.0,35.0,8.0,12.0,9.0,9.0,14.0,LM,85,90
67,F. de Jong,50500000,190000,Right,LCM,3,4,23,Medium/High,21.0,80.0,64.0,84.0,87.0,76.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,75,63,66,90,69,87,84,64,86,88,80,80,83,88.0,79.0,68.0,76.0,90.0,74.0,61.0,70.0,82.0,73.0,86.0,45.0,90.0,76.0,77.0,7.0,13.0,10.0,10.0,9.0,CM,85,90
68,Marquinhos,44000000,115000,Right,RCB,3,3,26,Medium/High,5.0,72.0,41.0,73.0,70.0,87.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,68,33,84,82,31,64,55,32,82,79,70,73,69,85.0,67.0,61.0,89.0,80.0,75.0,35.0,80.0,86.0,59.0,68.0,47.0,86.0,87.0,87.0,6.0,6.0,12.0,10.0,13.0,"CB, CDM",85,89
69,C. Lenglet,44500000,190000,Left,LCB,4,2,25,Medium/High,15.0,74.0,45.0,67.0,65.0,87.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,55,39,83,78,37,57,59,31,74,76,76,72,61,84.0,60.0,58.0,85.0,75.0,83.0,46.0,80.0,87.0,54.0,66.0,49.0,82.0,86.0,81.0,10.0,10.0,9.0,12.0,7.0,CB,85,89
70,S. Milinković-Savić,49000000,94000,Right,RCM,4,4,25,High/Medium,21.0,69.0,79.0,80.0,83.0,79.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,64,80,86,85,74,86,78,75,85,88,66,72,64,83.0,63.0,83.0,85.0,85.0,88.0,80.0,79.0,78.0,79.0,85.0,56.0,84.0,79.0,74.0,7.0,10.0,7.0,16.0,7.0,"CM, CDM, CAM",85,89
71,M. Škriniar,44500000,130000,Right,LCB,4,2,25,Medium/High,37.0,69.0,41.0,59.0,66.0,87.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,40,42,82,73,40,67,34,30,69,69,70,68,48,83.0,51.0,50.0,78.0,73.0,84.0,30.0,86.0,86.0,30.0,57.0,56.0,81.0,87.0,83.0,10.0,13.0,12.0,8.0,12.0,CB,85,89
72,M. Depay,48500000,115000,Right,RS,3,5,26,High/Low,11.0,86.0,83.0,81.0,84.0,32.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,83,83,65,81,74,85,85,86,74,84,85,87,80,82.0,79.0,87.0,76.0,81.0,81.0,83.0,75.0,28.0,84.0,84.0,73.0,78.0,31.0,20.0,8.0,14.0,6.0,12.0,10.0,"CF, LW, CAM",85,88
73,T. Werner,49500000,135000,Right,ST,4,3,24,High/Medium,11.0,91.0,85.0,69.0,84.0,35.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,69,88,78,78,86,84,70,58,55,85,93,89,83,87.0,76.0,85.0,75.0,83.0,67.0,78.0,63.0,37.0,88.0,65.0,78.0,82.0,20.0,19.0,9.0,9.0,8.0,15.0,9.0,ST,85,88
74,Rodri,44000000,145000,Right,CDM,4,3,24,Medium/High,16.0,65.0,68.0,77.0,77.0,82.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,63,64,75,85,59,76,65,54,82,82,66,65,68,82.0,69.0,74.0,69.0,84.0,79.0,76.0,76.0,83.0,75.0,82.0,46.0,85.0,84.0,78.0,10.0,10.0,7.0,14.0,8.0,"CDM, CM",85,88
75,B. Leno,33500000,105000,Right,GK,3,1,28,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,85.0,83.0,80.0,86.0,56.0,84.0,9,9,13,50,10,16,9,8,48,35,55,56,52,81.0,44.0,60.0,73.0,43.0,70.0,14.0,28.0,25.0,7.0,56.0,23.0,66.0,15.0,18.0,85.0,83.0,80.0,84.0,86.0,GK,85,87
76,S. Gnabry,47500000,100000,Right,RM,4,4,24,High/Medium,7.0,82.0,83.0,78.0,86.0,43.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,79,85,42,79,83,87,74,62,74,83,90,76,86,85.0,88.0,86.0,65.0,78.0,69.0,81.0,63.0,38.0,85.0,83.0,68.0,80.0,44.0,43.0,14.0,10.0,10.0,9.0,7.0,"RM, LM, RW",85,87
77,Ricardo Pereira,40500000,120000,Right,SUB,4,3,26,High/High,21.0,83.0,66.0,79.0,82.0,81.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,82,63,65,83,59,82,78,52,78,82,84,83,79,85.0,79.0,74.0,75.0,88.0,69.0,64.0,79.0,81.0,75.0,77.0,61.0,81.0,84.0,83.0,16.0,12.0,15.0,11.0,11.0,RB,85,87
78,R. Lukaku,45000000,165000,Left,RS,4,3,27,Medium/Medium,9.0,81.0,83.0,76.0,75.0,38.0,84.0,10.0,10.0,10.0,10.0,10.0,10.0,73,86,85,79,77,78,78,66,71,78,77,84,60,86.0,46.0,87.0,71.0,73.0,95.0,74.0,71.0,27.0,86.0,78.0,78.0,83.0,41.0,30.0,8.0,15.0,14.0,7.0,10.0,ST,85,86
79,Luis Alberto,44000000,99000,Right,LCM,3,4,27,Medium/Medium,10.0,74.0,76.0,86.0,85.0,58.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,76,77,49,90,76,86,86,81,89,88,76,72,81,80.0,74.0,77.0,53.0,75.0,64.0,76.0,29.0,55.0,80.0,88.0,56.0,78.0,68.0,45.0,6.0,8.0,6.0,12.0,11.0,"CAM, CM, CF",85,86
80,M. Icardi,45000000,135000,Right,RS,4,3,27,Medium/Medium,9.0,73.0,85.0,65.0,78.0,36.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,47,90,88,76,85,76,76,48,54,82,74,73,73,86.0,75.0,85.0,93.0,66.0,72.0,71.0,56.0,22.0,92.0,72.0,82.0,83.0,24.0,20.0,13.0,9.0,5.0,7.0,9.0,ST,85,86
81,H. Ziyech,44000000,140000,Left,SUB,2,5,27,High/High,22.0,80.0,76.0,87.0,84.0,50.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,88,73,53,86,74,83,90,78,89,85,83,77,85,84.0,78.0,83.0,37.0,80.0,59.0,77.0,73.0,52.0,82.0,89.0,67.0,79.0,56.0,40.0,11.0,7.0,11.0,8.0,14.0,"CAM, RW",85,86
82,Thiago Silva,11500000,93000,Right,SUB,3,2,35,Medium/High,6.0,59.0,54.0,72.0,71.0,86.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,60,40,81,80,61,67,62,61,80,79,57,61,67,81.0,66.0,71.0,90.0,71.0,82.0,65.0,76.0,88.0,59.0,70.0,60.0,86.0,86.0,84.0,9.0,12.0,5.0,9.0,10.0,CB,85,85
83,D. Mertens,24000000,115000,Right,ST,4,4,33,High/Low,14.0,86.0,82.0,80.0,89.0,35.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,79,84,40,82,70,88,82,79,74,89,90,82,94,86.0,92.0,80.0,58.0,70.0,37.0,81.0,59.0,36.0,85.0,83.0,79.0,81.0,40.0,40.0,7.0,10.0,8.0,10.0,4.0,"CF, ST",85,85
84,M. Pjanić,35500000,220000,Right,RCM,4,3,30,Medium/Medium,8.0,67.0,68.0,87.0,85.0,75.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,81,56,60,90,72,86,86,92,87,89,68,66,75,84.0,81.0,78.0,59.0,81.0,59.0,82.0,70.0,78.0,68.0,88.0,79.0,86.0,76.0,70.0,7.0,7.0,13.0,7.0,8.0,"CM, CDM",85,85
85,G. Wijnaldum,37000000,150000,Right,LCM,4,4,29,High/High,5.0,76.0,75.0,81.0,86.0,78.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,72,75,78,88,73,85,78,73,81,88,77,76,84,86.0,88.0,78.0,81.0,93.0,74.0,73.0,75.0,79.0,79.0,79.0,74.0,86.0,79.0,69.0,16.0,6.0,14.0,12.0,6.0,CM,85,85
86,D. Godín,14500000,135000,Right,RCB,3,2,34,Medium/High,2.0,57.0,48.0,64.0,61.0,87.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,52,42,85,79,47,53,49,49,70,74,59,55,57,74.0,53.0,67.0,89.0,62.0,85.0,43.0,85.0,87.0,48.0,52.0,50.0,80.0,86.0,84.0,6.0,8.0,15.0,5.0,15.0,CB,85,85
87,T. Alderweireld,28500000,130000,Right,RCB,3,2,31,Medium/Medium,4.0,63.0,55.0,72.0,67.0,87.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,64,45,82,79,38,62,63,69,82,75,60,65,59,85.0,62.0,78.0,82.0,78.0,79.0,58.0,81.0,85.0,52.0,62.0,58.0,86.0,89.0,85.0,16.0,6.0,14.0,16.0,14.0,CB,85,85
88,L. Bonucci,18000000,110000,Right,CB,4,2,33,Medium/High,19.0,60.0,58.0,69.0,70.0,87.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,44,48,84,77,58,69,56,61,84,75,58,62,60,84.0,55.0,74.0,85.0,66.0,79.0,65.0,82.0,90.0,38.0,74.0,70.0,86.0,86.0,80.0,2.0,2.0,3.0,2.0,4.0,CB,85,85
89,P. Gulácsi,26000000,65000,Right,GK,2,1,30,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,85.0,82.0,86.0,43.0,84.0,16,10,23,35,10,19,18,11,31,25,42,44,41,82.0,42.0,62.0,67.0,35.0,74.0,12.0,34.0,23.0,11.0,42.0,24.0,45.0,16.0,20.0,84.0,85.0,82.0,84.0,86.0,GK,85,85
90,M. Reus,34000000,94000,Right,RCM,4,4,31,High/Medium,11.0,80.0,86.0,84.0,85.0,45.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,85,86,44,85,89,85,88,86,76,87,82,78,83,85.0,82.0,87.0,70.0,67.0,66.0,83.0,51.0,48.0,86.0,84.0,91.0,85.0,37.0,45.0,12.0,12.0,13.0,13.0,11.0,"CAM, CF",85,85
91,K. Walker,30500000,170000,Right,RB,2,3,30,High/High,2.0,92.0,63.0,76.0,77.0,80.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,81,51,74,78,57,79,76,71,76,79,90,94,66,84.0,69.0,86.0,83.0,89.0,79.0,69.0,78.0,80.0,68.0,69.0,63.0,75.0,83.0,82.0,12.0,6.0,16.0,15.0,8.0,RB,85,85
92,Thiago,37000000,150000,Right,SUB,3,5,29,Medium/Medium,6.0,64.0,72.0,85.0,90.0,70.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,78,68,54,89,84,90,85,77,89,91,74,55,91,85.0,90.0,75.0,75.0,73.0,59.0,73.0,54.0,83.0,75.0,85.0,75.0,86.0,71.0,68.0,6.0,11.0,7.0,9.0,13.0,"CM, CDM",85,85
93,Parejo,33000000,59000,Right,RCM,4,3,31,Medium/Medium,5.0,50.0,83.0,90.0,81.0,71.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,86,83,61,92,72,82,88,93,90,86,52,49,63,80.0,72.0,81.0,49.0,78.0,70.0,88.0,58.0,81.0,82.0,89.0,88.0,85.0,70.0,69.0,5.0,9.0,12.0,14.0,8.0,CM,85,85
94,C. Eriksen,39000000,155000,Right,CAM,5,4,28,High/High,24.0,72.0,81.0,88.0,81.0,53.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,86,77,52,90,80,77,89,85,87,90,74,70,77,84.0,80.0,84.0,49.0,92.0,56.0,89.0,46.0,56.0,82.0,90.0,67.0,86.0,57.0,22.0,9.0,14.0,7.0,7.0,6.0,"CAM, CM, RM",85,85
95,Alex Sandro,31500000,120000,Left,SUB,3,3,29,High/Medium,12.0,81.0,65.0,77.0,80.0,81.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,84,55,76,81,68,80,78,59,71,81,78,83,78,84.0,77.0,80.0,79.0,90.0,77.0,72.0,82.0,82.0,70.0,70.0,60.0,80.0,81.0,82.0,7.0,7.0,9.0,12.0,5.0,"LB, LM",85,85
96,Koke,38000000,92000,Right,RCM,4,3,28,High/High,6.0,67.0,75.0,85.0,81.0,76.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,85,72,61,87,56,80,85,76,85,84,68,66,73,88.0,80.0,83.0,63.0,94.0,75.0,80.0,79.0,80.0,82.0,85.0,59.0,84.0,80.0,70.0,14.0,12.0,5.0,10.0,13.0,"CM, RM, LM",85,85
97,L. Insigne,37500000,120000,Right,LW,4,4,29,High/Medium,24.0,88.0,78.0,83.0,91.0,36.0,44.0,10.0,10.0,10.0,10.0,10.0,10.0,83,75,59,83,74,90,87,77,78,93,92,84,93,80.0,93.0,78.0,50.0,70.0,34.0,84.0,34.0,26.0,81.0,85.0,74.0,83.0,24.0,22.0,8.0,4.0,14.0,9.0,10.0,"LW, CF",85,85
98,R. Mahrez,37500000,210000,Left,RW,4,5,29,Medium/Medium,26.0,83.0,79.0,81.0,90.0,38.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,83,79,48,80,76,90,84,78,75,91,87,79,92,81.0,88.0,79.0,60.0,76.0,55.0,80.0,48.0,39.0,80.0,84.0,70.0,84.0,31.0,22.0,15.0,9.0,13.0,11.0,6.0,"RW, RM",85,85
99,E. Haaland,45000000,56000,Left,LS,3,3,19,High/High,9.0,84.0,87.0,63.0,76.0,43.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,46,87,67,74,82,75,77,62,49,78,80,88,75,83.0,67.0,93.0,70.0,78.0,91.0,83.0,82.0,41.0,86.0,68.0,80.0,83.0,38.0,30.0,7.0,14.0,13.0,11.0,7.0,ST,84,92
100,L. Martínez,44500000,130000,Right,LS,4,4,22,High/Medium,10.0,83.0,82.0,71.0,85.0,48.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,56,86,84,78,83,87,78,43,73,84,84,83,86,84.0,78.0,80.0,88.0,77.0,83.0,74.0,86.0,45.0,85.0,77.0,74.0,83.0,31.0,44.0,11.0,8.0,8.0,8.0,13.0,ST,84,91
101,Oyarzabal,42500000,47000,Left,LW,3,3,23,High/Medium,10.0,81.0,82.0,80.0,84.0,41.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,82,84,60,81,73,85,74,71,73,84,80,81,80,81.0,79.0,80.0,72.0,82.0,57.0,81.0,52.0,29.0,83.0,85.0,83.0,75.0,32.0,30.0,10.0,6.0,10.0,13.0,11.0,"LW, RW",84,90
102,N. Süle,37500000,84000,Right,SUB,3,2,24,Medium/Medium,4.0,69.0,42.0,59.0,49.0,85.0,81.0,10.0,10.0,10.0,10.0,10.0,10.0,34,22,86,78,33,43,28,30,69,63,52,83,33,81.0,32.0,77.0,38.0,63.0,93.0,62.0,83.0,81.0,26.0,57.0,32.0,75.0,88.0,87.0,15.0,7.0,14.0,7.0,15.0,CB,84,89
103,Arthur,41000000,98000,Right,SUB,3,4,23,Medium/Medium,5.0,66.0,73.0,82.0,87.0,75.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,73,70,58,88,63,87,76,60,84,89,68,65,79,85.0,90.0,78.0,68.0,76.0,68.0,76.0,75.0,77.0,75.0,86.0,69.0,90.0,79.0,70.0,6.0,13.0,13.0,11.0,12.0,CM,84,89
104,L. Goretzka,39500000,105000,Right,LDM,4,3,25,High/Medium,18.0,78.0,78.0,80.0,82.0,77.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,75,79,82,84,69,82,76,75,79,85,81,76,76,87.0,70.0,79.0,78.0,83.0,88.0,82.0,81.0,79.0,83.0,82.0,60.0,82.0,79.0,75.0,13.0,8.0,15.0,11.0,9.0,"CM, CDM",84,88
105,Grimaldo,35500000,20000,Left,LB,2,3,24,High/Medium,3.0,85.0,65.0,79.0,84.0,77.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,84,52,66,81,61,84,85,81,79,83,86,84,84,83.0,86.0,79.0,64.0,90.0,63.0,79.0,69.0,81.0,75.0,68.0,54.0,83.0,78.0,79.0,7.0,13.0,10.0,7.0,13.0,LB,84,88
106,A. Martial,41000000,155000,Right,ST,3,4,24,Medium/Medium,9.0,89.0,83.0,74.0,87.0,41.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,72,85,71,80,75,89,84,54,63,87,88,90,83,82.0,79.0,83.0,70.0,77.0,76.0,79.0,54.0,42.0,84.0,77.0,81.0,82.0,39.0,36.0,9.0,8.0,8.0,15.0,11.0,ST,84,88
107,J. Brandt,40500000,75000,Right,SUB,4,4,24,High/Medium,19.0,81.0,78.0,82.0,87.0,51.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,81,77,54,84,79,88,77,65,85,86,77,85,84,83.0,83.0,81.0,64.0,80.0,71.0,80.0,38.0,47.0,80.0,85.0,54.0,84.0,55.0,57.0,11.0,16.0,11.0,8.0,9.0,"CAM, CM",84,88
108,K. Coman,40500000,94000,Right,SUB,3,4,24,Medium/Low,29.0,93.0,76.0,77.0,87.0,29.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,77,76,52,78,77,88,81,70,73,87,94,93,88,84.0,84.0,80.0,73.0,66.0,64.0,73.0,36.0,23.0,83.0,79.0,70.0,76.0,27.0,21.0,5.0,3.0,5.0,3.0,5.0,"LM, RM, LW",84,88
109,J. Giménez,36000000,70000,Right,RCB,3,2,25,Medium/High,2.0,67.0,45.0,53.0,54.0,86.0,83.0,10.0,10.0,10.0,10.0,10.0,10.0,47,37,78,70,30,50,36,44,62,60,65,69,54,79.0,40.0,72.0,90.0,64.0,90.0,48.0,89.0,85.0,24.0,27.0,38.0,75.0,87.0,86.0,9.0,11.0,7.0,10.0,15.0,CB,84,88
110,A. Onana,30000000,18000,Right,GK,3,1,24,Medium/Medium,24.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,80.0,87.0,86.0,63.0,82.0,15,12,20,33,13,26,30,17,32,38,64,62,68,84.0,53.0,65.0,80.0,39.0,78.0,17.0,32.0,15.0,11.0,64.0,27.0,61.0,18.0,14.0,84.0,80.0,87.0,82.0,86.0,GK,84,88
111,W. Ndidi,36500000,96000,Right,CDM,4,3,23,Medium/High,25.0,71.0,62.0,68.0,74.0,87.0,84.0,10.0,10.0,10.0,10.0,10.0,10.0,50,50,76,79,66,72,58,58,75,78,70,72,69,87.0,67.0,80.0,90.0,92.0,78.0,72.0,87.0,90.0,67.0,67.0,55.0,80.0,89.0,85.0,13.0,14.0,7.0,7.0,13.0,"CDM, CM",84,88
112,Saúl,38500000,77000,Left,LM,4,3,25,High/High,8.0,68.0,79.0,79.0,81.0,78.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,69,78,83,85,76,81,73,60,83,85,67,69,73,84.0,69.0,82.0,80.0,87.0,77.0,81.0,76.0,79.0,82.0,83.0,68.0,83.0,78.0,77.0,7.0,13.0,12.0,10.0,9.0,"CM, LM, LB",84,87
113,R. Bürki,25000000,67000,Right,GK,2,1,29,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,85.0,82.0,72.0,88.0,47.0,82.0,15,8,17,37,13,12,13,12,24,23,44,50,49,82.0,52.0,54.0,74.0,36.0,75.0,14.0,35.0,18.0,10.0,50.0,20.0,58.0,13.0,16.0,85.0,82.0,72.0,82.0,88.0,GK,84,85
114,S. de Vrij,30500000,130000,Right,CB,4,2,28,Medium/High,6.0,68.0,41.0,62.0,68.0,86.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,49,25,82,73,27,66,45,16,71,73,69,68,61,81.0,59.0,65.0,76.0,64.0,78.0,60.0,80.0,86.0,32.0,64.0,41.0,82.0,87.0,85.0,8.0,10.0,7.0,14.0,13.0,CB,84,85
115,L. Digne,31500000,110000,Left,LB,2,3,26,High/Medium,12.0,78.0,69.0,80.0,79.0,80.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,87,60,71,81,68,78,83,83,73,83,78,78,69,83.0,78.0,83.0,92.0,85.0,69.0,76.0,76.0,82.0,72.0,74.0,60.0,80.0,83.0,84.0,6.0,12.0,9.0,6.0,13.0,LB,84,85
116,R. Guerreiro,36500000,86000,Left,LM,2,4,26,Medium/Medium,13.0,74.0,78.0,84.0,87.0,73.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,82,80,37,87,79,87,85,82,78,88,82,67,87,84.0,90.0,79.0,53.0,77.0,49.0,80.0,52.0,81.0,79.0,84.0,44.0,86.0,76.0,78.0,12.0,6.0,8.0,11.0,8.0,"LM, LB, CM",84,85
117,T. Partey,35000000,81000,Right,LCM,3,3,27,Medium/High,5.0,71.0,74.0,81.0,81.0,82.0,85.0,10.0,10.0,10.0,10.0,10.0,10.0,74,68,68,86,56,84,69,70,84,83,68,74,75,85.0,50.0,86.0,83.0,92.0,82.0,85.0,84.0,84.0,73.0,84.0,49.0,86.0,85.0,81.0,11.0,13.0,9.0,9.0,7.0,CM,84,85
118,Alex Telles,31000000,23000,Left,LB,2,3,27,High/High,13.0,85.0,74.0,83.0,81.0,79.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,89,65,67,83,67,82,87,79,87,82,84,85,73,83.0,70.0,87.0,80.0,91.0,68.0,83.0,78.0,80.0,75.0,76.0,81.0,78.0,81.0,79.0,13.0,8.0,12.0,11.0,14.0,LB,84,85
119,M. Brozović,32000000,125000,Right,LCM,4,3,27,Medium/High,77.0,63.0,74.0,80.0,81.0,79.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,72,69,70,83,65,81,79,74,84,85,62,63,72,75.0,76.0,80.0,67.0,94.0,69.0,84.0,84.0,81.0,70.0,80.0,69.0,82.0,81.0,79.0,8.0,8.0,15.0,11.0,8.0,"CDM, CM",84,85
120,Fernandinho,9500000,110000,Right,RCB,4,3,35,Medium/High,25.0,64.0,72.0,78.0,78.0,85.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,68,66,71,86,73,76,70,72,81,82,67,62,69,88.0,77.0,83.0,84.0,78.0,76.0,78.0,87.0,89.0,70.0,73.0,61.0,81.0,86.0,83.0,12.0,11.0,5.0,13.0,7.0,"CB, CDM",84,84
121,Jesús Navas,11000000,43000,Right,RB,2,4,34,High/Medium,16.0,87.0,69.0,79.0,83.0,80.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,83,66,75,81,75,84,82,46,75,83,90,84,81,84.0,84.0,75.0,63.0,81.0,39.0,70.0,75.0,83.0,81.0,80.0,56.0,81.0,78.0,80.0,10.0,10.0,15.0,7.0,13.0,"RB, RM",84,84
122,K. Schmeichel,17000000,90000,Right,GK,3,1,33,Medium/Medium,1.0,30.0,30.0,30.0,30.0,30.0,30.0,82.0,77.0,83.0,89.0,54.0,79.0,18,12,16,44,15,12,13,15,46,40,50,58,61,81.0,47.0,62.0,60.0,34.0,64.0,14.0,35.0,20.0,13.0,59.0,26.0,67.0,14.0,13.0,82.0,77.0,83.0,79.0,89.0,GK,84,84
123,S. Sirigu,17000000,54000,Right,GK,2,1,33,Medium/Medium,39.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,80.0,76.0,82.0,51.0,84.0,13,10,11,23,12,15,11,11,28,18,50,51,52,79.0,55.0,57.0,68.0,34.0,66.0,14.0,34.0,20.0,10.0,55.0,19.0,62.0,11.0,13.0,84.0,80.0,76.0,84.0,82.0,GK,84,84
124,Lucas Leiva,15000000,83000,Right,CDM,3,3,33,Medium/High,6.0,60.0,66.0,76.0,78.0,83.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,63,62,72,82,59,77,74,47,81,79,62,58,77,82.0,80.0,77.0,81.0,80.0,61.0,66.0,83.0,87.0,66.0,81.0,61.0,86.0,84.0,81.0,10.0,8.0,8.0,5.0,6.0,CDM,84,84
125,A. Witsel,23500000,79000,Right,CDM,4,4,31,Medium/Medium,28.0,63.0,73.0,81.0,79.0,82.0,82.0,10.0,10.0,10.0,10.0,10.0,10.0,69,71,84,90,77,79,71,68,85,83,62,64,74,82.0,70.0,76.0,78.0,83.0,84.0,71.0,77.0,83.0,75.0,81.0,76.0,92.0,80.0,81.0,5.0,7.0,7.0,10.0,7.0,"CDM, CM",84,84
126,Rui Patrício,19000000,90000,Left,GK,2,1,32,Medium/Medium,11.0,30.0,30.0,30.0,30.0,30.0,30.0,84.0,80.0,77.0,83.0,55.0,82.0,12,12,11,34,16,20,10,16,32,25,53,57,61,79.0,54.0,58.0,79.0,45.0,77.0,11.0,37.0,23.0,13.0,64.0,32.0,66.0,13.0,11.0,84.0,80.0,77.0,82.0,83.0,GK,84,84
127,Azpilicueta,24500000,120000,Right,RB,3,2,30,Medium/Medium,28.0,67.0,55.0,77.0,72.0,84.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,81,46,75,78,51,67,68,58,80,77,68,66,72,86.0,73.0,68.0,79.0,81.0,70.0,60.0,86.0,85.0,62.0,74.0,66.0,78.0,85.0,85.0,13.0,9.0,10.0,6.0,5.0,"RB, LB",84,84
128,Douglas Costa,30500000,120000,Left,SUB,3,5,29,High/Medium,11.0,93.0,73.0,79.0,91.0,43.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,82,64,50,83,76,92,84,78,65,91,94,93,92,80.0,91.0,86.0,60.0,68.0,56.0,80.0,55.0,48.0,74.0,80.0,77.0,80.0,38.0,34.0,13.0,15.0,9.0,12.0,5.0,"LM, RW, LW",84,84
129,Iago Aspas,25000000,46000,Left,ST,4,3,32,High/High,10.0,82.0,85.0,78.0,86.0,35.0,63.0,10.0,10.0,10.0,10.0,10.0,10.0,80,89,77,79,83,87,79,80,68,86,78,86,90,84.0,72.0,79.0,66.0,69.0,60.0,81.0,63.0,39.0,84.0,79.0,82.0,85.0,21.0,18.0,12.0,16.0,9.0,12.0,13.0,"ST, RW",84,84
130,J. Corona,32500000,25000,Right,RB,5,4,27,High/Medium,17.0,84.0,68.0,78.0,88.0,77.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,84,69,71,79,75,89,85,67,68,86,88,81,91,84.0,87.0,66.0,71.0,89.0,39.0,63.0,73.0,78.0,79.0,78.0,68.0,85.0,77.0,76.0,11.0,6.0,10.0,14.0,9.0,"RM, RB",84,84
131,I. Gueye,25500000,105000,Right,RCM,3,3,30,Medium/High,27.0,69.0,61.0,71.0,78.0,85.0,79.0,10.0,10.0,10.0,10.0,10.0,10.0,60,53,69,81,32,76,49,61,77,79,70,69,81,83.0,81.0,80.0,89.0,91.0,69.0,66.0,86.0,89.0,69.0,68.0,54.0,83.0,90.0,83.0,8.0,6.0,8.0,12.0,13.0,"CDM, CM",84,84
